OrderID;Bestelldatum;Lieferdatum;CustomerID;ProductID;SalesRepID;Menge;Einzelpreis;Rabatt;Status;Kanal
O00699;2022-03-02;2022-03-13;K0308;P0023;SR009;2;35.39;0.0;Abgeschlossen;Außendienst
O00700;2023-12-05;2023-12-08;K0196;P0061;SR009;1;404.71;0.15;Abgeschlossen;Online
O00701;2023-11-27;2023-12-05;K0332;P0082;SR002;2;53.27;0.05;Zurückgestellt;Online
O00702;2023-11-01;2023-11-08;K0271;P0002;SR005;3;1544.44;0.0;Abgeschlossen;Online
O00703;18.07.2022;2022-08-01;K0275;P0028;SR012;1;582.58;0.0;Abgeschlossen;Außendienst
O00704;2022-09-04;2022-09-17;K0228;P0004;SR003;5;200.79;0.05;Abgeschlossen;Online
O00705;2024-07-20;2024-07-31;K0080;P0079;SR015;1;1109.15;0.0;Abgeschlossen;Online
O00706;2022-03-27;;K0252;P0025;SR016;10;1732.55;0.1;Abgeschlossen;Außendienst
O00707;2024-12-15;2024-12-25;K0047;P0085;SR011;2;751.96;0.0;Abgeschlossen;Online
O00708;06/10/2024;2024-06-17;K0321;P0055;SR018;1;109.48;0.05;Abgeschlossen;Online
O00709;2023-01-21;2023-01-23;K0395;P0008;SR002;2;3210,55;0.0;Abgeschlossen;Außendienst
O00710;2023-12-22;;K0156;P0050;SR009;3;896.8;0.05;Abgeschlossen;Online
O00711;16/01/2023;2023-01-20;K0110;P0013;SR017;1;194.02;0.0;Abgeschlossen;Online
O00712;10/01/2022;2022-01-14;K0353;P0015;SR014;5;293.94;0.0;Abgeschlossen;Online
O00713;13/06/2023;2023-06-20;K0080;P0019;SR010;2;1753.79;0.0;Storniert;Außendienst
O00714;2024-02-12;2024-02-17;K0006;P0054;SR020;1;290.89;0.0;Abgeschlossen;Außendienst
O00715;25.05.2022;2022-06-05;K0066;P0085;SR010;1;782.13;0.0;Abgeschlossen;Online
O00716;2023-08-10;2023-08-15;K0367;P0051;SR015;1;878.84;0.0;Storniert;Online
O00717;2024-08-18;2024-08-26;K0103;P0017;SR002;1;616.36;0.0;In Bearbeitung;Außendienst
O00718;26/03/2022;2022-04-06;K0225;P0019;SR017;3;1633.56;0.0;Abgeschlossen;Telefon
O00719;2024-08-04;2024-08-08;K0129;P0023;SR012;1;35.57;0.15;Abgeschlossen;Online
O00720;2024-06-21;2024-06-23;K0370;P0057;SR004;2;29,84;0.0;Abgeschlossen;Online
O00721;2022-12-14;2022-12-26;K0266;P0069;SR003;1;62.63;0.0;Abgeschlossen;Online
O00722;2023-04-05;2023-04-18;K0394;P0073;SR003;2;243.17;0.05;Storniert;Partner
O00723;2023-05-02;2023-05-13;K0316;P0050;SR016;1;906.0;0.05;Abgeschlossen;Partner
O00724;2022-12-24;2022-12-31;K0115;P0019;SR013;5;1663.76;0.0;In Bearbeitung;Online
O00725;09/14/2022;2022-09-28;K0278;P0030;SR019;1;33.68;0.15;Abgeschlossen;Telefon
O00726;30.09.2022;2022-10-12;K0173;P0042;SR019;1;1011.0;0.05;Storniert;Außendienst
O00727;02/07/2024;2024-02-18;K0238;P0071;SR017;1;613.12;0.0;Abgeschlossen;Partner
O00728;2023-03-21;2023-03-27;K0212;P0007;SR010;1;1909.64;0.0;Abgeschlossen;Telefon
O00729;2022-11-16;2022-11-27;K0342;P0023;SR013;3;34.91;0.0;Abgeschlossen;Partner
O00730;18/07/2022;2022-07-31;K0162;P0079;SR005;1;1161.8;0.1;Abgeschlossen;Online
O00731;2023-09-22;2023-10-06;K0381;P0020;SR007;2;140.31;0.15;Abgeschlossen;Online
O00732;2022-12-01;2022-12-08;K0288;P0021;SR006;5;133.28;0.05;Abgeschlossen;Außendienst
O00733;2024-06-30;2024-07-02;K0128;P0015;SR009;1;295.44;0.0;Abgeschlossen;Online
O00734;2024-07-05;2024-07-06;K0226;P0075;SR010;5;108.21;0.15;Zurückgestellt;Partner
O00735;2022-08-16;2022-08-29;K0154;P0051;SR009;1;867.99;0.0;In Bearbeitung;Außendienst
O00736;13/12/2022;2022-12-19;K0254;P0003;SR017;1;144,74;0.0;Storniert;Telefon
O00737;2024-07-08;2024-07-15;K0123;P0040;SR011;1;285.47;0.05;Abgeschlossen;Online
O00738;2023-09-12;2023-09-19;K0320;P0002;SR003;1;1516.88;0.05;Abgeschlossen;Online
O00739;2022-09-29;2022-10-05;K0218;P0053;SR013;2;688.22;0.0;Storniert;Partner
O00740;2022-02-17;2022-03-02;K0164;P0066;SR001;3;908.0;0.0;Abgeschlossen;Telefon
O00741;2023-11-30;2023-12-14;K0039;P0002;SR003;1;1546.69;0.2;Zurückgestellt;Telefon
O00742;2022-10-12;2022-10-16;K0314;P0016;SR002;5;304.08;0.05;Abgeschlossen;Telefon
O00743;2023-10-19;2023-10-30;K0368;P0011;SR018;1;166.78;0.2;Abgeschlossen;Online
O00744;2024-11-05;2024-11-06;K0032;P0057;SR008;10;29.77;0.15;Abgeschlossen;Online
O00745;2023-04-12;2023-04-15;K0097;P0024;SR015;3;821.94;0.0;Abgeschlossen;Online
O00746;31.05.2023;2023-06-05;K0124;P0068;SR001;1;253,41;0.0;In Bearbeitung;Telefon
O00747;2022-06-30;2022-07-06;K0392;P0058;SR003;5;273.15;0.05;Abgeschlossen;Online
O00748;2024-01-29;2024-02-06;K0231;P0046;SR016;1;2377.86;0.05;Abgeschlossen;Online
O00749;2024-08-07;2024-08-21;K0237;P0042;SR016;1;954.52;0.1;Abgeschlossen;Online
O00750;2024-01-19;2024-01-20;K0324;P0020;SR019;3;148.74;0.0;Storniert;Online
O00751;14.02.2022;2022-02-22;K0139;P0044;SR010;1;2174.15;0.0;Abgeschlossen;Telefon
O00752;25.12.2023;2023-12-27;K0082;P0063;SR004;1;75.77;0.0;Abgeschlossen;Partner
O00753;2023-11-25;2023-12-06;K0007;P0040;SR010;2;275.04;0.05;Abgeschlossen;Online
O00754;2022-05-10;2022-05-11;K0066;P0048;SR020;1;1193.24;0.0;Abgeschlossen;Partner
O00755;2023-11-10;2023-11-22;K0244;P0036;SR011;1;171.87;0.05;Zurückgestellt;Online
O00756;2022-02-09;2022-02-15;K0128;P0063;SR019;1;77.85;0.05;Abgeschlossen;Telefon
O00757;2024-07-09;2024-07-16;K0373;P0035;SR003;3;974.69;0.0;In Bearbeitung;Online
O00758;2022-10-27;2022-11-09;K0168;P0046;SR016;1;2481.86;0.05;Abgeschlossen;Außendienst
O00759;29.08.2023;2023-09-10;K0306;P0078;SR005;5;2088.9;0.0;Abgeschlossen;Online
O00760;2022-10-23;;K0153;P0034;SR008;2;328.39;0.0;Abgeschlossen;Partner
O00761;2023-10-06;2023-10-08;K0285;P0021;SR016;1;130,43;0.05;Abgeschlossen;Telefon
O00762;2024-01-26;2024-01-29;K0027;P0042;SR016;2;994.91;0.05;Abgeschlossen;Online
O00763;26/10/2023;2023-11-05;K0018;P0083;SR015;1;409.97;0.05;In Bearbeitung;Telefon
O00764;2023-04-27;2023-04-29;K0053;P0067;SR010;10;190.36;0.0;In Bearbeitung;Telefon
O00765;2022-07-03;2022-07-17;K0329;P0051;SR006;1;879,0;0.1;Abgeschlossen;Online
O00766;28.03.2022;2022-03-29;K0330;P0029;SR020;1;1745.67;0.15;Abgeschlossen;Online
O00767;2024-10-05;2024-10-06;K0010;P0066;SR011;2;936,61;0.0;Abgeschlossen;Online
O00768;2024-11-08;2024-11-22;K0360;P0011;SR015;1;172.61;0.15;In Bearbeitung;Online
O00769;2023-11-17;2023-11-21;K0082;P0026;SR014;1;87.49;0.0;Abgeschlossen;Telefon
O00770;2022-08-19;2022-08-20;K0208;P0027;SR007;1;775.13;0.0;In Bearbeitung;Außendienst
O00771;2024-01-10;;K0110;P0076;SR012;2;2516.71;0.15;Abgeschlossen;Telefon
O00772;2024-10-20;2024-11-01;K0093;P0043;SR008;1;39.84;0.05;Abgeschlossen;Telefon
O00773;2022-08-08;2022-08-09;K0342;P0032;SR003;2;625.56;0.15;Storniert;Online
O00774;2024-01-24;2024-01-28;K0082;P0013;SR004;10;204,79;0.0;Abgeschlossen;Außendienst
O00775;2023-06-23;2023-07-01;K0062;P0039;SR006;5;225,06;0.0;Storniert;Außendienst
O00776;2022-08-19;2022-08-21;K0244;P0023;SR001;1;37,39;0.05;Abgeschlossen;Online
O00777;2022-05-14;2022-05-21;K0355;P0020;SR008;1;142,91;0.1;Abgeschlossen;Partner
O00778;2024-09-08;2024-09-12;K0033;P0036;SR015;1;171.0;0.15;Abgeschlossen;Telefon
O00779;2023-04-20;2023-05-02;K0289;P0056;SR017;1;156.34;0.05;Abgeschlossen;Telefon
O00780;2023-10-19;2023-10-31;K0191;P0071;SR010;1;619.88;0.0;Zurückgestellt;Außendienst
O00781;2024-01-08;2024-01-15;K0254;P0070;SR017;1;139.7;0.15;Abgeschlossen;Telefon
O00782;01.12.2023;2023-12-10;K0022;P0044;SR010;2;2152.5;0.05;Zurückgestellt;Außendienst
O00783;30.11.2024;2024-12-02;K0215;P0015;SR001;1;300.51;0.15;In Bearbeitung;Außendienst
O00784;2024-12-07;2024-12-18;K0167;P0048;SR020;1;1210.66;0.0;In Bearbeitung;Online
O00785;30.10.2024;2024-11-12;K0356;P0025;SR004;1;1661.69;0.2;Abgeschlossen;Telefon
O00786;2022-02-03;2022-02-04;K0050;P0025;SR003;1;1792.83;0.05;Abgeschlossen;Telefon
O00787;2023-09-07;2023-09-13;K0339;P0052;SR005;1;961.07;0.05;Abgeschlossen;Telefon
O00788;2023-12-21;2023-12-22;K0017;P0064;SR011;1;688.91;0.1;In Bearbeitung;Telefon
O00789;18.02.2024;2024-02-19;K0351;P0063;SR001;3;72.81;0.0;Abgeschlossen;Online
O00790;2023-11-22;2023-11-26;K0049;P0059;SR016;1;329.06;0.05;In Bearbeitung;Telefon
O00791;02.11.2024;2024-11-10;K0351;P0017;SR001;1;583.05;0.05;In Bearbeitung;Telefon
O00792;23.12.2022;2022-12-31;K0061;P0067;SR019;1;189.43;0.0;Abgeschlossen;Online
O00793;04/03/2024;2024-03-17;K0249;P0032;SR005;2;584.46;0.0;Abgeschlossen;Online
O00794;26.08.2022;2022-08-28;K0253;P0030;SR016;1;35.63;0.05;Abgeschlossen;Telefon
O00795;06/08/2022;2022-08-13;K0363;P0068;SR012;1;266.52;0.0;Abgeschlossen;Online
O00796;2022-10-09;;K0206;P0065;SR010;1;2569.9;0.0;Abgeschlossen;Telefon
O00797;2022-08-26;;K0337;P0024;SR016;1;822,25;0.05;Abgeschlossen;Online
O00798;2023-09-14;2023-09-27;K0269;P0035;SR003;5;1032.95;0.1;Abgeschlossen;Telefon
O00799;2022-10-27;2022-11-07;K0199;P0071;SR004;2;637.16;0.0;Abgeschlossen;Partner
O00800;2023-04-07;2023-04-21;K0386;P0053;SR014;1;684.3;0.15;In Bearbeitung;Online
O00801;2022-09-18;2022-09-26;K0201;P0058;SR007;3;287.76;0.05;In Bearbeitung;Online
O00802;2022-03-05;2022-03-12;K0396;P0010;SR016;1;1016.81;0.0;Abgeschlossen;Online
O00803;24/09/2023;2023-10-08;K0175;P0039;SR011;2;216.0;0.15;Abgeschlossen;Außendienst
O00804;2024-08-19;2024-08-25;K0339;P0074;SR010;1;710.12;0.0;Abgeschlossen;Online
O00805;2023-10-04;2023-10-10;K0148;P0077;SR009;2;425.94;0.0;In Bearbeitung;Telefon
O00806;13.10.2022;2022-10-26;K0218;P0085;SR008;1;774.22;0.0;Abgeschlossen;Online
O00807;2023-05-21;2023-05-25;K0089;P0016;SR012;2;308.84;0.15;In Bearbeitung;Online
O00808;2022-10-27;2022-11-01;K0291;P0059;SR011;1;350.62;0.1;Zurückgestellt;Online
O00809;2024-11-12;2024-11-22;K0254;P0059;SR012;1;351.12;0.05;Abgeschlossen;Online
O00810;11.01.2024;2024-01-24;K0072;P0024;SR001;1;868.13;0.0;Abgeschlossen;Online
O00811;2022-03-23;2022-04-03;K0352;P0055;SR008;1;112.14;0.05;Abgeschlossen;Telefon
O00812;2023-04-30;;K0293;P0035;SR013;2;1023,16;0.0;Zurückgestellt;Online
O00813;2024-09-22;2024-09-24;K0083;P0012;SR015;3;937.58;0.0;Abgeschlossen;Online
O00814;2024-03-02;2024-03-10;K0123;P0040;SR016;1;260.63;0.05;Abgeschlossen;Außendienst
O00815;25.02.2023;2023-03-08;K0195;P0003;SR015;3;148.34;0.0;Abgeschlossen;Telefon
O00816;2024-02-13;2024-02-16;K0191;P0019;SR005;1;1654.68;0.0;Abgeschlossen;Online
O00817;2022-05-13;2022-05-21;K0241;P0004;SR009;1;210.49;0.0;Abgeschlossen;Telefon
O00818;2023-04-14;2023-04-19;K0224;P0033;SR015;10;1165.48;0.0;Storniert;Telefon
O00819;2022-04-09;2022-04-22;K0019;P0049;SR014;2;792.01;0.05;Abgeschlossen;Online
O00820;2024-06-11;2024-06-16;K0077;P0038;SR009;1;89.19;0.0;Abgeschlossen;Partner
O00821;2024-08-21;2024-08-28;K0380;P0023;SR012;1;37.11;0.0;In Bearbeitung;Online
O00822;05/08/2024;2024-08-14;K0092;P0069;SR003;2;62.69;0.15;Abgeschlossen;Online
O00823;17.03.2024;2024-03-20;K0263;P0003;SR004;1;153.12;0.0;Abgeschlossen;Online
O00824;24.05.2023;2023-05-27;K0233;P0023;SR004;3;34.44;0.0;Abgeschlossen;Telefon
O00825;11.12.2024;2024-12-19;K0203;P0071;SR019;5;605.97;0.05;In Bearbeitung;Außendienst
O00826;2022-09-16;;K0209;P0022;SR019;1;141.67;0.1;Abgeschlossen;Partner
O00827;11.02.2023;;K0013;P0041;SR018;1;94.29;0.0;Storniert;Außendienst
O00828;2022-10-19;2022-10-20;K0155;P0051;SR008;5;835.33;0.0;In Bearbeitung;Online
O00829;2022-07-27;2022-08-01;K0027;P0032;SR006;1;628.72;0.15;Storniert;Online
O00830;08.09.2024;2024-09-10;K0283;P0062;SR001;1;249.08;0.0;Zurückgestellt;Online
O00831;2024-12-03;;K0013;P0066;SR008;1;959.77;0.0;Abgeschlossen;Online
O00832;2024-06-06;2024-06-19;K0064;P0057;SR018;2;30.64;0.05;Abgeschlossen;Partner
O00833;2023-07-02;2023-07-05;K0170;P0085;SR016;5;729.08;0.0;Abgeschlossen;Online
O00834;2024-05-05;2024-05-18;K0100;P0054;SR006;1;284.32;0.0;Storniert;Online
O00835;2023-03-25;2023-04-02;K0136;P0062;SR005;1;243.12;0.0;Abgeschlossen;Außendienst
O00836;09.11.2023;2023-11-20;K0191;P0061;SR015;2;403.14;0.1;Abgeschlossen;Außendienst
O00837;2024-06-07;2024-06-15;K0126;P0029;SR002;5;1772.42;0.2;Zurückgestellt;Online
O00838;2023-04-03;2023-04-17;K0132;P0014;SR006;5;1217.12;0.15;Storniert;Außendienst
O00839;2023-09-05;2023-09-07;K0205;P0054;SR013;2;295.68;0.05;In Bearbeitung;Partner
O00840;2024-08-27;2024-08-28;K0222;P0020;SR017;1;140.21;0.0;Zurückgestellt;Partner
O00841;2023-05-14;2023-05-24;K0221;P0031;SR013;1;84.82;0.05;Storniert;Online
O00842;2024-10-05;2024-10-07;K0077;P0070;SR019;3;147.81;0.0;Abgeschlossen;Telefon
O00843;24.03.2022;2022-03-27;K0188;P0046;SR001;1;2257.86;0.05;Zurückgestellt;Telefon
O00844;2022-08-09;2022-08-14;K0088;P0051;SR016;2;858.72;0.1;Abgeschlossen;Online
O00845;2024-10-13;2024-10-23;K0330;P0066;SR005;1;922.01;0.0;Abgeschlossen;Telefon
O00846;06.05.2024;2024-05-19;K0157;P0038;SR018;3;93,12;0.05;Abgeschlossen;Telefon
O00847;2022-10-30;2022-11-01;K0031;P0076;SR001;1;2555.69;0.0;Abgeschlossen;Online
O00848;06.03.2023;2023-03-14;K0210;P0016;SR015;1;310.52;0.0;Abgeschlossen;Außendienst
O00849;2023-10-25;2023-11-02;K0255;P0060;SR018;1;103.09;0.0;Abgeschlossen;Partner
O00850;05/01/2024;2024-05-03;K0004;P0022;SR015;10;130.24;0.15;Abgeschlossen;Telefon
O00851;20.03.2022;;K0370;P0024;SR019;1;825.82;0.05;Abgeschlossen;Online
O00852;2023-11-12;2023-11-23;K0104;P0028;SR008;2;590.29;0.0;Storniert;Partner
O00853;2023-08-18;2023-08-27;K0223;P0006;SR017;1;1089.49;0.0;Abgeschlossen;Partner
O00854;08/10/2023;2023-10-22;K0214;P0060;SR010;1;96.52;0.05;Abgeschlossen;Online
O00855;2022-03-25;2022-03-29;K0136;P0001;SR010;1;754.15;0.0;Zurückgestellt;Außendienst
O00856;10/24/2024;2024-11-07;K0280;P0054;SR002;3;286.95;0.0;Abgeschlossen;Online
O00857;2022-08-26;2022-09-09;K0339;P0071;SR015;10;618,69;0.0;Abgeschlossen;Online
O00858;12/02/2022;2022-02-14;K0332;P0032;SR017;2;589.39;0.05;Abgeschlossen;Telefon
O00859;15/08/2023;2023-08-20;K0084;P0047;SR005;2;281.35;0.0;Abgeschlossen;Online
O00860;2022-08-21;2022-09-03;K0034;P0035;SR006;1;1023.52;0.1;Abgeschlossen;Online
O00861;12/25/2023;2023-12-28;K0043;P0046;SR003;1;2472.31;0.05;Storniert;Telefon
O00862;2023-12-02;2023-12-05;K0033;P0021;SR010;2;130.38;0.2;In Bearbeitung;Online
O00863;2024-11-15;2024-11-28;K0388;P0056;SR001;1;153.58;0.05;In Bearbeitung;Außendienst
O00864;2024-07-26;2024-08-02;K0117;P0085;SR020;1;790.4;0.0;Abgeschlossen;Telefon
O00865;2024-05-01;2024-05-13;K0191;P0084;SR015;10;325.32;0.0;In Bearbeitung;Telefon
O00866;2023-11-29;2023-12-01;K0070;P0061;SR019;1;409.78;0.0;Abgeschlossen;Außendienst
O00867;2023-06-13;2023-06-27;K0029;P0039;SR010;1;214.99;0.0;Abgeschlossen;Telefon
O00868;2022-02-23;2022-02-28;K0154;P0053;SR004;2;714.45;0.15;Abgeschlossen;Partner
O00869;11.09.2022;2022-09-14;K0136;P0043;SR015;2;36.4;0.0;Abgeschlossen;Außendienst
O00870;2023-09-02;2023-09-04;K0041;P0071;SR012;3;586,71;0.15;Abgeschlossen;Außendienst
O00871;07/08/2022;;K0036;P0013;SR005;3;198.07;0.0;Abgeschlossen;Partner
O00872;2022-08-01;2022-08-12;K0172;P0022;SR007;1;138.08;0.0;In Bearbeitung;Außendienst
O00873;2023-01-20;2023-01-28;K0209;P0001;SR014;1;739.98;0.05;Abgeschlossen;Telefon
O00874;2023-07-06;2023-07-10;K0303;P0053;SR015;5;703.25;0.0;Abgeschlossen;Online
O00875;13.01.2023;2023-01-27;K0383;P0033;SR010;1;1187.97;0.0;Abgeschlossen;Partner
O00876;2023-03-23;2023-03-28;K0351;P0051;SR006;2;869.5;0.05;In Bearbeitung;Online
O00877;2024-01-26;2024-02-01;K0074;P0019;SR003;1;1689.18;0.0;Abgeschlossen;Partner
O00878;30.09.2024;2024-10-08;K0097;P0085;SR010;1;741.16;0.0;Abgeschlossen;Außendienst
O00879;2024-04-26;2024-04-28;K0269;P0038;SR008;1;88.01;0.0;Abgeschlossen;Außendienst
O00880;09/07/2024;2024-07-13;K0179;P0039;SR008;1;217,98;0.0;Abgeschlossen;Online
O00881;2024-02-27;2024-03-02;K0121;P0083;SR016;2;415.3;0.0;Abgeschlossen;Online
O00882;04/06/2024;2024-04-07;K0338;P0067;SR011;10;185.89;0.15;Abgeschlossen;Online
O00883;2024-10-14;;K0315;P0074;SR010;10;709.04;0.05;Abgeschlossen;Telefon
O00884;2023-05-30;2023-06-11;K0056;P0040;SR020;2;275.5;0.05;Zurückgestellt;Telefon
O00885;2023-10-28;2023-10-29;K0320;P0026;SR008;1;93.3;0.0;Abgeschlossen;Telefon
O00886;04/19/2023;2023-04-26;K0053;P0073;SR010;1;251.76;0.2;Abgeschlossen;Außendienst
O00887;24/03/2023;2023-03-30;K0070;P0029;SR009;1;1884.12;0.0;Zurückgestellt;Telefon
O00888;2022-09-01;2022-09-03;K0048;P0044;SR010;3;2087.16;0.05;In Bearbeitung;Online
O00889;2023-03-20;2023-04-02;K0337;P0001;SR016;1;730.66;0.05;Storniert;Online
O00890;25.02.2022;2022-03-09;K0183;P0058;SR007;2;263.73;0.0;Abgeschlossen;Online
O00891;2022-09-29;2022-10-04;K0101;P0027;SR009;2;722.57;0.0;Abgeschlossen;Partner
O00892;2022-11-12;2022-11-24;K0390;P0039;SR020;5;217.92;0.0;Abgeschlossen;Telefon
O00893;2023-03-10;2023-03-12;K0056;P0011;SR010;1;167.33;0.1;Abgeschlossen;Telefon
O00894;16.07.2024;2024-07-19;K0303;P0075;SR015;2;109.22;0.0;Abgeschlossen;Online
O00895;2022-02-11;2022-02-15;K0162;P0034;SR010;1;321.12;0.15;Storniert;Online
O00896;2024-09-08;2024-09-15;K0118;P0069;SR005;2;66.49;0.0;Abgeschlossen;Telefon
O00897;2023-05-10;2023-05-19;K0026;P0066;SR005;1;935.45;0.0;Abgeschlossen;Online
O00898;2022-07-03;2022-07-12;K0106;P0018;SR009;1;227.22;0.05;Abgeschlossen;Außendienst
O00899;24.01.2022;;K0173;P0004;SR004;2;199.05;0.1;Abgeschlossen;Online
O00900;25.01.2023;2023-02-02;K0300;P0011;SR002;1;176.87;0.0;Abgeschlossen;Außendienst
O00901;2023-10-03;2023-10-10;K0369;P0020;SR015;3;143.01;0.0;Abgeschlossen;Online
O00902;2023-08-12;2023-08-20;K0343;P0074;SR018;3;696.28;0.1;Abgeschlossen;Telefon
O00903;2024-08-15;;K0021;P0065;SR016;1;2695.98;0.15;Abgeschlossen;Telefon
O00904;2024-04-09;2024-04-16;K0141;P0068;SR009;1;255.71;0.0;Abgeschlossen;Online
O00905;2022-03-27;2022-04-05;K0088;P0074;SR016;2;689.24;0.0;Abgeschlossen;Partner
O00906;15/09/2022;2022-09-17;K0009;P0080;SR006;3;532.83;0.1;Abgeschlossen;Telefon
O00907;14.06.2023;2023-06-28;K0379;P0001;SR011;2;759.99;0.15;Abgeschlossen;Online
O00908;2023-07-03;2023-07-07;K0332;P0009;SR017;1;3383.25;0.05;Abgeschlossen;Online
O00909;2023-09-02;;K0375;P0040;SR016;5;278.98;0.0;In Bearbeitung;Außendienst
O00910;2024-08-04;;K0399;P0033;SR002;1;1220.02;0.05;Abgeschlossen;Partner
O00911;2023-04-15;2023-04-27;K0022;P0024;SR020;1;854.37;0.0;Zurückgestellt;Partner
O00912;28.07.2023;2023-08-11;K0194;P0040;SR016;2;280.56;0.0;Storniert;Außendienst
O00913;2023-07-19;2023-07-25;K0285;P0065;SR006;1;2682.2;0.05;Abgeschlossen;Online
O00914;2023-03-19;2023-03-23;K0150;P0031;SR009;3;81.43;0.0;Abgeschlossen;Partner
O00915;2022-07-13;2022-07-25;K0073;P0014;SR004;2;1276.11;0.1;Abgeschlossen;Telefon
O00916;03/20/2023;2023-03-23;K0324;P0026;SR019;1;88.46;0.15;Storniert;Außendienst
O00917;2023-11-02;2023-11-09;K0314;P0065;SR017;10;2748.07;0.1;In Bearbeitung;Telefon
O00918;2022-08-07;2022-08-13;K0107;P0004;SR004;1;201.21;0.05;Storniert;Online
O00919;2023-08-04;2023-08-18;K0360;P0064;SR015;1;684.03;0.0;Abgeschlossen;Telefon
O00920;2022-06-06;2022-06-11;K0178;P0018;SR002;3;237.49;0.05;Abgeschlossen;Online
O00921;2022-02-24;2022-03-06;K0272;P0062;SR012;10;231.69;0.1;Abgeschlossen;Online
O00922;2023-11-18;2023-11-24;K0123;P0058;SR011;1;289.01;0.05;Storniert;Online
O00923;2022-02-13;2022-02-26;K0383;P0006;SR015;1;1161.99;0.0;Zurückgestellt;Außendienst
O00924;2022-02-06;2022-02-07;K0383;P0017;SR020;5;569.97;0.15;Abgeschlossen;Online
O00925;12/11/2022;2022-11-23;K0391;P0004;SR018;1;214.11;0.0;Abgeschlossen;Online
O00926;2024-06-12;2024-06-22;K0221;P0066;SR008;2;930.58;0.1;Abgeschlossen;Online
O00927;2022-08-26;2022-08-30;K0136;P0038;SR005;2;92.64;0.2;In Bearbeitung;Online
O00928;2024-04-14;2024-04-15;K0282;P0068;SR008;2;268,03;0.0;Abgeschlossen;Online
O00929;13.05.2022;2022-05-26;K0025;P0065;SR015;2;2768.38;0.05;Abgeschlossen;Online
O00930;2024-02-09;2024-02-23;K0307;P0074;SR016;1;725.29;0.05;Abgeschlossen;Außendienst
O00931;2022-10-25;2022-11-03;K0234;P0012;SR013;2;977.68;0.05;Abgeschlossen;Telefon
O00932;2022-12-25;2022-12-29;K0159;P0073;SR010;3;261.79;0.0;In Bearbeitung;Außendienst
O00933;26.08.2024;2024-08-29;K0029;P0053;SR005;1;707.16;0.2;Abgeschlossen;Telefon
O00934;2023-10-30;2023-11-10;K0371;P0030;SR009;5;34,51;0.15;Abgeschlossen;Außendienst
O00935;14.04.2024;2024-04-25;K0146;P0001;SR011;1;776.87;0.05;Abgeschlossen;Telefon
O00936;08.06.2024;2024-06-19;K0303;P0046;SR010;3;2339,16;0.0;Abgeschlossen;Online
O00937;2022-10-26;2022-11-08;K0247;P0055;SR004;2;114.81;0.2;In Bearbeitung;Online
O00938;2023-09-29;2023-10-13;K0278;P0020;SR009;2;136,38;0.0;Zurückgestellt;Telefon
O00939;2024-03-08;2024-03-10;K0264;P0056;SR018;1;166.09;0.0;Abgeschlossen;Online
O00940;2024-02-08;;K0014;P0007;SR005;2;1850.88;0.05;Abgeschlossen;Außendienst
O00941;2024-06-26;2024-07-07;K0091;P0081;SR009;1;941.16;0.0;Abgeschlossen;Online
O00942;2022-04-30;2022-05-12;K0145;P0051;SR008;5;875,85;0.1;Abgeschlossen;Online
O00943;27/02/2024;2024-02-28;K0048;P0063;SR020;2;79.23;0.0;In Bearbeitung;Online
O00944;2023-02-11;2023-02-15;K0135;P0009;SR010;1;3196.12;0.15;Abgeschlossen;Partner
O00945;2022-06-12;;K0206;P0014;SR020;3;1298.32;0.0;Abgeschlossen;Telefon
O00946;2024-11-17;2024-11-28;K0385;P0055;SR006;1;114.52;0.2;Abgeschlossen;Online
O00947;2023-06-26;;K0280;P0038;SR012;10;93.28;0.0;Abgeschlossen;Online
O00948;2023-08-07;2023-08-08;K0049;P0056;SR011;1;154.53;0.0;Abgeschlossen;Online
O00949;2023-01-18;;K0256;P0066;SR009;1;893.95;0.0;In Bearbeitung;Telefon
O00950;2022-12-18;2022-12-28;K0134;P0067;SR018;2;193.32;0.05;Abgeschlossen;Online
O00951;21.11.2024;2024-11-24;K0277;P0032;SR005;10;598.46;0.0;Abgeschlossen;Telefon
O00952;04/04/2024;2024-04-15;K0360;P0076;SR020;1;2494.58;0.0;Storniert;Telefon
O00953;2022-01-05;2022-01-12;K0076;P0002;SR013;1;1586.26;0.0;Abgeschlossen;Online
O00954;2022-01-31;2022-02-13;K0348;P0085;SR014;10;793.22;0.05;Abgeschlossen;Online
O00955;2023-11-02;2023-11-12;K0090;P0010;SR007;1;987.7;0.0;Abgeschlossen;Außendienst
O00956;2022-02-03;2022-02-06;K0312;P0070;SR015;5;150.04;0.1;Zurückgestellt;Außendienst
O00957;2024-11-05;2024-11-10;K0222;P0077;SR012;1;437.06;0.1;Abgeschlossen;Telefon
O00958;2022-03-15;2022-03-27;K0178;P0058;SR017;1;288.72;0.0;Abgeschlossen;Telefon
O00959;2024-07-14;2024-07-19;K0337;P0024;SR001;1;848.57;0.05;Abgeschlossen;Telefon
O00960;01.11.2024;2024-11-09;K0278;P0020;SR019;1;147.73;0.0;Abgeschlossen;Telefon
O00961;27/03/2024;2024-04-07;K0273;P0041;SR001;2;90.56;0.0;Abgeschlossen;Online
O00962;24/07/2024;;K0200;P0049;SR014;2;792.76;0.15;Abgeschlossen;Außendienst
O00963;08/01/2024;2024-08-11;K0094;P0068;SR019;1;273.65;0.05;Abgeschlossen;Online
